video,track_id,n_frames,first_frame,last_frame,path_len_px,net_disp_px,straightness,net_turn_deg,total_turn_deg,median_speed_px_per_frame,median_speed_px_per_s,mean_kappa,median_kappa,p90_kappa,max_kappa,min_radius_px,median_abs_omega_rad_s,p90_abs_omega_rad_s,max_abs_omega_rad_s,curvature_class,turn_class
MVI_40192,190,86,1326,1411,557.16,555.8,0.9976,18.7,68.08,4.544,113.59,0.006593,0.002189,0.019015,0.03583,27.91,0.39814,1.05583,2.06326,straight,gentle
MVI_40192,191,91,1336,1426,434.82,434.06,0.9982,6.66,68.65,3.036,75.9,0.007347,0.003305,0.018616,0.039704,25.19,0.33559,0.88303,1.30639,straight,straight
MVI_40192,192,91,1336,1426,477.7,471.72,0.9875,13.08,88.29,3.442,86.05,0.005895,0.004809,0.013998,0.02548,39.25,0.4049,0.99445,1.91473,straight,gentle
MVI_40192,193,46,1351,1396,175.68,174.6,0.9938,11.31,33.62,3.973,99.33,0.003794,0.003512,0.008136,0.011767,84.98,0.3421,0.81054,1.49587,straight,gentle
MVI_40192,194,71,1361,1431,299.36,295.15,0.9859,21.83,62.8,3.893,97.32,0.004709,0.003276,0.011113,0.014615,68.42,0.32045,1.0491,2.32022,curved,gentle
MVI_40192,195,76,1371,1446,431.82,430.46,0.9968,5.97,60.69,4.47,111.74,0.003863,0.002111,0.011002,0.015181,65.87,0.27999,0.81965,1.04383,straight,straight
MVI_40192,196,76,1371,1446,448.59,446.23,0.9947,19.35,85.1,4.135,103.36,0.007675,0.002442,0.023933,0.042363,23.61,0.44852,1.47453,2.85457,straight,gentle
MVI_40192,197,101,1376,1476,546.87,545.66,0.9978,3.15,92.85,3.757,93.92,0.008279,0.003599,0.020974,0.04395,22.75,0.42514,1.20933,1.96527,straight,straight
MVI_40192,198,46,1381,1426,181.05,178.46,0.9857,63.37,74.31,4.044,101.1,0.008819,0.003141,0.026555,0.028447,35.15,0.31356,1.99545,2.14098,curved,sharp
MVI_40192,199,91,1386,1476,428.3,427.15,0.9973,11.12,65.9,3.102,77.55,0.004946,0.003822,0.010081,0.022565,44.32,0.29952,0.84455,1.90838,straight,gentle
MVI_40192,200,71,1391,1461,282.53,277.77,0.9832,33.76,75.39,3.683,92.08,0.006625,0.003,0.017692,0.031239,32.01,0.39713,1.59334,2.32555,curved,gentle
MVI_40192,201,96,1396,1491,442.29,432.48,0.9778,66.18,125.47,3.549,88.73,0.011236,0.0043,0.040344,0.068131,14.68,0.43623,1.82158,2.24075,curved,sharp
MVI_40192,202,86,1426,1511,431.99,429.43,0.9941,42.26,93.21,3.617,90.43,0.007008,0.004593,0.018123,0.040962,24.41,0.50088,1.15341,1.68845,curved,gentle
MVI_40192,203,71,1436,1506,285.24,282.77,0.9913,6.78,61.57,3.948,98.7,0.004328,0.004301,0.007704,0.009894,101.07,0.40676,0.67026,1.32621,straight,straight
MVI_40192,204,91,1441,1531,441.14,437.9,0.9926,23.1,51.62,3.659,91.47,0.003038,0.002094,0.00725,0.013811,72.41,0.23471,0.58347,1.29408,curved,gentle
MVI_40192,205,46,1441,1486,183.14,181.8,0.9927,1.18,48.94,3.973,99.32,0.005666,0.004407,0.011545,0.01607,62.23,0.41281,1.16696,1.8609,straight,straight
MVI_40192,206,71,1446,1516,409.74,407.35,0.9942,15.85,63.28,4.972,124.3,0.004558,0.003047,0.013726,0.017909,55.84,0.30125,1.02168,1.3207,straight,gentle
MVI_40192,207,91,1456,1546,451.07,449.92,0.9974,13.42,49.23,3.656,91.39,0.003185,0.002367,0.008937,0.0136,73.53,0.24458,0.69773,1.16731,straight,gentle
MVI_40192,208,86,1456,1541,529.49,528.19,0.9976,5.19,78.09,4.196,104.91,0.007629,0.002437,0.019184,0.060486,16.53,0.32832,0.95574,2.95963,straight,straight
MVI_40192,209,86,1471,1556,450.45,449.27,0.9974,37.5,91.76,3.583,89.58,0.012111,0.003052,0.037236,0.089178,11.21,0.30224,1.61324,2.89361,curved,gentle
MVI_40192,210,56,1476,1531,253.96,251.56,0.9906,36.78,59.16,4.212,105.29,0.004819,0.003496,0.010258,0.016587,60.29,0.35427,1.37053,1.56654,curved,gentle
MVI_40192,211,101,1486,1586,458.35,454.98,0.9927,55.15,125.38,3.295,82.38,0.012671,0.007242,0.042317,0.061949,16.14,0.49906,1.47174,2.08299,curved,sharp
MVI_40192,212,96,1491,1586,480.91,476.89,0.9916,2.26,99.15,3.516,87.91,0.006699,0.004231,0.013787,0.036845,27.14,0.4133,1.03771,1.64228,straight,straight
MVI_40192,213,36,1511,1546,151.62,150.01,0.9894,26.49,62.43,4.3,107.5,0.008637,0.005402,0.022262,0.03036,32.94,0.54794,2.4657,3.03396,curved,gentle
MVI_40192,214,101,1536,1636,457.93,456.87,0.9977,5.88,64.95,2.823,70.57,0.006703,0.00321,0.015035,0.052813,18.93,0.32246,0.66138,1.60916,straight,straight
MVI_40192,215,96,1541,1636,441.38,435.38,0.9864,14.84,69.56,3.548,88.69,0.005283,0.003008,0.013756,0.023199,43.11,0.28717,0.79512,1.97406,straight,gentle
MVI_40192,216,71,1556,1626,436.63,434.15,0.9943,28.44,63.0,5.27,131.75,0.003915,0.002583,0.011127,0.018585,53.81,0.3545,0.90601,1.499,curved,gentle
MVI_40192,217,71,1556,1626,282.7,280.64,0.9927,22.93,70.83,3.734,93.34,0.005228,0.004062,0.010633,0.022161,45.12,0.35068,1.03136,1.84709,curved,gentle
MVI_40192,218,46,1556,1601,206.83,205.22,0.9922,24.37,57.0,4.424,110.59,0.005771,0.004999,0.011985,0.020639,48.45,0.50344,1.64148,2.35979,curved,gentle
MVI_40192,219,71,1561,1631,497.23,496.69,0.9989,0.71,36.43,4.882,122.06,0.002593,0.001634,0.005782,0.014061,71.12,0.22065,0.58027,0.68051,straight,straight
MVI_40192,220,76,1566,1641,470.61,469.56,0.9978,26.61,56.41,4.659,116.48,0.005634,0.0014,0.018311,0.029682,33.69,0.21319,1.12034,1.50695,curved,gentle
MVI_40192,221,101,1566,1666,476.87,475.37,0.9969,3.33,100.65,2.962,74.06,0.010399,0.002962,0.031846,0.052906,18.9,0.34275,1.26277,1.83262,straight,straight
MVI_40192,222,76,1576,1651,526.61,525.44,0.9978,8.75,62.31,4.95,123.76,0.00644,0.001705,0.016457,0.055317,18.08,0.30452,0.95527,2.27644,straight,straight
MVI_40192,223,51,1586,1636,192.56,191.07,0.9922,41.54,59.17,4.116,102.91,0.006978,0.005151,0.018598,0.020785,48.11,0.45256,1.11066,1.29647,curved,gentle
MVI_40192,224,86,1596,1681,433.01,428.36,0.9892,27.69,53.62,3.805,95.13,0.003685,0.002719,0.008409,0.01489,67.16,0.2741,0.70914,1.02337,curved,gentle
MVI_40192,225,96,1601,1696,490.68,488.79,0.9962,4.47,83.61,3.262,81.55,0.007547,0.002896,0.022766,0.05633,17.75,0.23516,1.42404,2.19945,straight,straight
MVI_40192,226,86,1616,1701,539.43,538.26,0.9978,12.64,66.4,4.74,118.51,0.004567,0.002604,0.013007,0.031618,31.63,0.32891,0.88433,1.485,straight,gentle
MVI_40192,227,56,1616,1671,192.32,190.21,0.989,52.6,91.31,3.548,88.69,0.011877,0.006349,0.022604,0.098646,10.14,0.55291,2.46153,2.68621,curved,sharp
MVI_40192,228,71,1626,1696,293.49,290.58,0.9901,10.28,66.34,3.715,92.87,0.005406,0.004673,0.011844,0.017544,57.0,0.32652,0.96841,1.97168,straight,gentle
MVI_40192,229,91,1631,1721,410.88,409.33,0.9962,26.59,85.57,3.742,93.56,0.008671,0.00238,0.016781,0.063601,15.72,0.33798,0.94519,2.44255,curved,gentle
MVI_40192,230,91,1631,1721,485.26,483.49,0.9964,61.77,123.48,3.748,93.69,0.017163,0.003083,0.025977,0.216972,4.61,0.28867,1.07493,5.79502,curved,sharp
MVI_40192,231,91,1636,1726,386.12,377.48,0.9776,42.78,91.98,2.645,66.12,0.009791,0.004625,0.02884,0.039661,25.21,0.44264,0.92207,1.69291,curved,gentle
MVI_40192,232,56,1641,1696,198.7,196.64,0.9896,35.3,67.76,3.63,90.75,0.007072,0.006322,0.012884,0.015817,63.22,0.55283,1.33764,1.52413,curved,gentle
MVI_40192,233,91,1656,1746,532.28,531.06,0.9977,2.44,77.02,3.847,96.18,0.005784,0.002747,0.01603,0.024699,40.49,0.33617,0.89751,1.80062,straight,straight
MVI_40192,234,86,1656,1741,452.68,450.03,0.9941,5.37,99.75,3.605,90.13,0.011941,0.004095,0.027089,0.097703,10.24,0.39721,1.62147,2.69569,straight,straight
MVI_40192,236,81,1661,1741,354.44,352.69,0.9951,28.43,74.42,3.964,99.1,0.005483,0.00441,0.011251,0.022321,44.8,0.35694,0.96399,2.54811,curved,gentle
MVI_40192,237,104,1653,1756,442.6,431.44,0.9748,5.05,138.53,3.584,89.6,0.009445,0.005652,0.024317,0.054553,18.33,0.43531,1.60286,2.15565,straight,straight
MVI_40192,238,156,1686,1841,462.36,447.28,0.9674,9.85,286.62,2.807,70.16,0.020534,0.011073,0.049539,0.126489,7.91,0.76596,2.17171,3.01506,curved,straight
MVI_40192,239,61,1691,1751,261.55,258.01,0.9865,46.68,72.07,3.798,94.96,0.005221,0.003922,0.010893,0.021011,47.59,0.33121,1.69661,3.27956,curved,sharp
MVI_40192,240,86,1711,1796,330.72,327.24,0.9895,17.05,111.51,3.878,96.95,0.008065,0.007498,0.016952,0.027586,36.25,0.6335,1.35626,1.706,straight,gentle
MVI_40192,241,96,1711,1806,546.06,545.46,0.9989,5.61,50.56,3.991,99.77,0.00327,0.001875,0.008971,0.017216,58.09,0.24469,0.63238,0.92987,straight,straight
MVI_40192,242,86,1721,1806,487.19,484.76,0.995,23.41,76.55,4.033,100.83,0.006963,0.002248,0.018671,0.041982,23.82,0.36062,0.9965,1.52752,curved,gentle
MVI_40192,243,71,1731,1801,293.07,290.44,0.991,7.19,83.01,3.733,93.33,0.008201,0.005435,0.019429,0.032399,30.86,0.64631,1.39827,1.98807,straight,straight
MVI_40192,244,91,1736,1826,480.69,477.14,0.9926,33.89,53.51,3.84,96.01,0.003604,0.001532,0.007634,0.033742,29.64,0.17136,0.66652,1.31082,curved,gentle
MVI_40192,245,81,1746,1826,481.18,480.55,0.9987,0.18,45.69,4.186,104.66,0.003448,0.0018,0.007397,0.019094,52.37,0.28489,0.49052,0.74923,straight,straight
MVI_40192,246,91,1751,1841,434.72,433.9,0.9981,6.6,59.8,3.408,85.21,0.006375,0.00222,0.020501,0.040081,24.95,0.30875,0.80074,1.00838,straight,straight
MVI_40192,247,111,1761,1871,547.12,545.08,0.9963,6.54,76.74,3.442,86.05,0.005431,0.00346,0.014648,0.03486,28.69,0.36419,0.73734,1.05374,straight,straight
MVI_40192,248,41,1761,1801,174.74,173.67,0.9939,3.25,49.84,4.084,102.09,0.006179,0.003625,0.019809,0.023932,41.78,0.35161,1.85101,2.09973,straight,straight
MVI_40192,249,121,1766,1886,516.52,514.32,0.9957,6.53,129.6,2.916,72.9,0.013322,0.006872,0.030136,0.082259,12.16,0.50382,1.24451,2.10963,straight,straight
MVI_40192,250,91,1771,1861,490.14,488.07,0.9958,71.15,128.13,3.818,95.45,0.024589,0.003761,0.04614,0.349374,2.86,0.34269,1.84869,6.4279,curved,sharp
MVI_40192,251,76,1771,1846,331.73,328.9,0.9915,52.21,123.88,3.935,98.38,0.010463,0.00674,0.022582,0.051985,19.24,0.67794,1.81159,3.0814,curved,sharp
MVI_40192,252,101,1786,1886,429.21,426.98,0.9948,2.49,103.56,3.442,86.06,0.007217,0.003259,0.020632,0.036988,27.04,0.44059,1.23694,1.6102,straight,straight
MVI_40192,253,56,1786,1841,248.22,244.16,0.9837,62.4,89.28,4.024,100.61,0.00929,0.00332,0.031259,0.040814,24.5,0.35866,2.09214,2.48623,curved,sharp
MVI_40192,254,86,1796,1881,449.05,446.36,0.994,31.18,55.25,3.348,83.7,0.004141,0.002652,0.009302,0.020995,47.63,0.22156,0.7122,1.60953,curved,gentle
MVI_40192,255,81,1811,1891,424.19,422.59,0.9962,0.38,66.67,3.727,93.18,0.006427,0.002588,0.017299,0.049123,20.36,0.28508,1.10093,1.78603,straight,straight
MVI_40192,256,81,1826,1906,473.36,471.19,0.9954,31.36,95.37,4.308,107.7,0.009444,0.003253,0.028378,0.060098,16.64,0.42461,1.38769,3.08333,curved,gentle
MVI_40192,257,86,1826,1911,459.3,454.41,0.9894,43.74,96.64,3.99,99.75,0.009044,0.002564,0.012974,0.118492,8.44,0.33924,1.28305,3.18442,curved,gentle
MVI_40192,258,56,1826,1881,191.63,189.75,0.9902,11.88,52.23,3.525,88.13,0.005114,0.003309,0.010966,0.021667,46.15,0.29078,0.74054,2.30664,straight,gentle
MVI_40192,259,101,1836,1936,540.8,539.98,0.9985,8.94,75.63,3.772,94.3,0.005591,0.0033,0.012652,0.031459,31.79,0.36851,0.87198,1.49808,straight,straight
MVI_40192,260,91,1841,1931,456.62,455.23,0.9969,13.37,69.57,3.461,86.52,0.00744,0.001898,0.021788,0.077595,12.89,0.21191,1.20069,2.54465,straight,gentle
MVI_40192,261,91,1856,1946,492.58,490.5,0.9958,15.54,68.0,3.829,95.73,0.005106,0.003064,0.012962,0.02325,43.01,0.31357,0.80306,1.29376,straight,gentle
MVI_40192,262,81,1856,1936,295.64,292.38,0.989,4.45,86.56,3.382,84.54,0.007442,0.004443,0.017544,0.034373,29.09,0.43711,1.23255,2.27562,straight,straight
MVI_40192,263,86,1866,1951,440.54,437.56,0.9932,2.48,74.16,3.903,97.57,0.007229,0.002756,0.017081,0.038398,26.04,0.41717,0.94326,1.49524,straight,straight
MVI_40192,264,81,1891,1971,457.35,452.89,0.9902,28.77,81.35,4.207,105.19,0.004348,0.0027,0.011823,0.014492,69.0,0.25898,0.95546,2.51676,curved,gentle
MVI_40192,265,111,1891,2001,477.9,472.77,0.9893,39.01,101.18,3.255,81.37,0.005525,0.004812,0.012075,0.023536,42.49,0.38293,1.04189,1.499,curved,gentle
MVI_40192,266,81,1906,1986,462.17,459.54,0.9943,33.39,70.56,4.025,100.63,0.00531,0.003388,0.012962,0.019525,51.22,0.42515,1.02942,1.44881,curved,gentle
MVI_40192,267,86,1916,2001,367.89,365.1,0.9924,24.2,66.04,3.825,95.62,0.004216,0.002465,0.009545,0.017456,57.29,0.25884,0.97207,1.53718,curved,gentle
MVI_40192,268,96,1916,2011,477.0,474.66,0.9951,38.39,70.75,3.265,81.62,0.00579,0.002621,0.015234,0.038965,25.66,0.29803,0.76313,1.19666,curved,gentle
MVI_40192,269,111,1916,2026,582.64,581.2,0.9975,12.74,96.24,3.482,87.06,0.007231,0.003811,0.014353,0.049659,20.14,0.36589,1.01655,1.45203,straight,gentle
MVI_40192,271,91,1926,2016,472.07,470.23,0.9961,60.66,129.72,3.674,91.84,0.026547,0.002243,0.022959,0.657808,1.52,0.24713,1.26343,9.98296,curved,sharp
MVI_40192,272,56,1936,1991,198.94,195.87,0.9846,39.53,70.65,3.386,84.65,0.007861,0.004316,0.017447,0.021811,45.85,0.43111,1.31189,2.38093,curved,gentle
MVI_40192,273,81,1961,2041,300.05,296.8,0.9891,36.68,70.62,3.276,81.91,0.005148,0.00428,0.010089,0.018825,53.12,0.274,0.93379,1.63254,curved,gentle
MVI_40192,274,91,1966,2056,426.89,425.67,0.9971,19.29,71.38,2.94,73.49,0.006572,0.004221,0.016317,0.036798,27.18,0.36652,0.78959,1.67677,straight,gentle
MVI_40192,275,86,1971,2056,471.81,468.47,0.9929,48.19,91.13,4.321,108.03,0.007435,0.002385,0.025811,0.04322,23.14,0.44985,1.38944,2.18614,curved,sharp
MVI_40192,276,106,1976,2081,553.56,552.33,0.9978,15.8,91.24,3.441,86.03,0.008072,0.005886,0.019718,0.040301,24.81,0.46518,1.01547,1.30519,straight,gentle
MVI_40192,277,106,1976,2081,497.26,495.66,0.9968,23.55,103.43,3.139,78.47,0.010582,0.004621,0.029326,0.068534,14.59,0.37227,1.21643,2.23075,curved,gentle
MVI_40192,278,111,1986,2096,472.15,466.57,0.9882,10.47,133.93,3.137,78.44,0.010931,0.00522,0.031301,0.062003,16.13,0.46701,1.48417,2.1177,straight,gentle
MVI_40192,279,101,1991,2091,471.56,470.39,0.9975,13.42,62.62,3.262,81.55,0.005734,0.002736,0.016208,0.024507,40.81,0.2731,0.74296,1.04589,straight,gentle
MVI_40192,280,1,1996,1996,0.0,0.0,,,,0.0,0.0,,,,,,,,,unknown,unknown
MVI_40192,281,86,2001,2086,321.15,317.09,0.9873,10.02,97.53,3.554,88.85,0.008005,0.004589,0.020532,0.029487,33.91,0.50048,1.34312,2.11511,straight,gentle
MVI_40192,282,56,2001,2056,194.9,193.78,0.9943,24.93,50.97,3.548,88.69,0.004548,0.003441,0.011592,0.01364,73.31,0.30271,1.18148,1.4678,curved,gentle
MVI_40192,283,96,2006,2101,465.49,464.44,0.9977,1.09,59.17,3.327,83.17,0.004543,0.002605,0.012235,0.02092,47.8,0.25029,0.69453,1.03004,straight,straight
MVI_40192,284,81,2006,2086,486.7,482.14,0.9906,5.88,92.23,4.651,116.27,0.00694,0.002513,0.013528,0.059261,16.87,0.31017,1.80659,2.54429,straight,straight
MVI_40192,285,91,2006,2096,355.79,353.9,0.9947,11.03,107.94,3.602,90.04,0.008838,0.006211,0.022614,0.041027,24.37,0.52296,1.35101,2.22573,straight,gentle
MVI_40192,286,116,2006,2121,478.8,472.52,0.9869,2.13,156.98,3.454,86.35,0.009431,0.00423,0.026663,0.045925,21.77,0.51513,1.73524,2.66873,straight,straight
MVI_40192,287,96,2011,2106,480.78,478.21,0.9947,3.11,92.56,3.366,84.16,0.005955,0.002954,0.016068,0.027555,36.29,0.32894,1.13666,2.23258,straight,straight
MVI_40192,288,106,2016,2121,473.44,471.76,0.9964,26.79,94.93,2.874,71.84,0.010221,0.004938,0.030679,0.056932,17.56,0.42827,1.14919,2.02646,curved,gentle
MVI_40192,289,71,2026,2096,276.95,274.81,0.9923,14.36,51.32,3.681,92.03,0.00375,0.002428,0.010989,0.015789,63.33,0.19901,0.89362,1.19944,straight,gentle
MVI_40192,290,101,2031,2131,570.27,568.73,0.9973,1.98,93.95,3.715,92.88,0.007263,0.003717,0.021548,0.042724,23.41,0.38202,0.95934,1.45255,straight,straight
MVI_40192,291,86,2036,2121,492.25,485.55,0.9864,51.0,97.41,4.156,103.91,0.006735,0.003162,0.018607,0.027682,36.12,0.5287,1.23696,1.73871,curved,sharp
MVI_40192,292,51,2036,2086,180.34,178.16,0.9879,46.86,65.17,3.536,88.39,0.00726,0.004221,0.019247,0.037351,26.77,0.33767,2.07718,3.2317,curved,sharp
MVI_40192,293,106,2041,2146,459.29,457.07,0.9952,21.34,119.39,2.432,60.81,0.012622,0.006653,0.021432,0.132202,7.56,0.491,1.11879,2.80128,curved,gentle
MVI_40192,294,91,2046,2136,445.42,442.2,0.9928,40.62,108.43,4.048,101.19,0.009007,0.003932,0.022331,0.067562,14.8,0.35624,1.22214,3.32298,curved,gentle
MVI_40192,295,91,2056,2146,371.68,369.42,0.9939,33.2,88.88,3.816,95.41,0.007244,0.004652,0.018486,0.032687,30.59,0.42605,1.1151,1.666,curved,gentle
MVI_40192,296,1,2061,2061,0.0,0.0,,,,0.0,0.0,,,,,,,,,unknown,unknown
MVI_40192,297,111,2066,2176,578.66,576.33,0.996,10.25,108.04,3.588,89.69,0.009149,0.004491,0.023729,0.06731,14.86,0.45687,1.15002,2.25182,straight,gentle
MVI_40192,298,71,2066,2136,271.97,268.91,0.9888,25.72,90.19,3.708,92.7,0.008539,0.003627,0.026825,0.047935,20.86,0.31921,1.92963,2.3723,curved,gentle
MVI_40192,299,101,2076,2176,453.65,449.73,0.9913,39.12,135.03,3.103,77.58,0.017675,0.004463,0.043153,0.190077,5.26,0.4685,1.59327,4.15643,curved,gentle
MVI_40192,300,85,2111,2195,443.07,442.04,0.9977,3.19,69.65,3.683,92.07,0.007303,0.001965,0.020069,0.053635,18.64,0.27091,1.2022,2.31066,straight,straight
MVI_40192,301,70,2126,2195,310.3,309.18,0.9964,20.12,47.99,3.978,99.44,0.004422,0.003279,0.008727,0.01827,54.74,0.31927,0.78278,1.0375,curved,gentle
MVI_40192,302,65,2131,2195,422.04,418.63,0.9919,23.42,58.87,5.208,130.19,0.003883,0.001714,0.011709,0.015976,62.6,0.22583,1.10608,1.57065,curved,gentle
MVI_40192,303,56,2136,2191,192.38,190.3,0.9892,5.43,65.26,3.728,93.21,0.006451,0.005305,0.01484,0.01887,52.99,0.49755,0.9377,2.09073,straight,straight
MVI_40192,304,55,2141,2195,152.74,152.19,0.9964,11.49,44.84,2.525,63.14,0.006906,0.003601,0.01851,0.023906,41.83,0.26902,1.09212,1.52067,straight,gentle
MVI_40192,305,55,2141,2195,252.95,248.6,0.9828,10.58,64.55,5.136,128.4,0.005681,0.003627,0.014777,0.019196,52.09,0.4609,1.15518,2.56451,straight,gentle
MVI_40192,306,55,2141,2195,387.55,386.46,0.9972,12.35,37.86,6.93,173.26,0.003212,0.001279,0.01173,0.015929,62.78,0.26691,0.96216,1.13732,straight,gentle
MVI_40192,307,55,2141,2195,250.1,248.84,0.995,18.35,40.56,4.914,122.85,0.003757,0.003125,0.008123,0.010205,97.99,0.30095,0.8935,1.15534,straight,gentle
MVI_40192,308,40,2156,2195,72.98,72.44,0.9927,23.21,60.59,1.801,45.03,0.020191,0.018525,0.046535,0.062772,15.93,0.87883,1.44839,1.75389,curved,gentle
MVI_40192,309,35,2161,2195,223.03,220.35,0.988,15.36,36.83,6.656,166.41,0.003153,0.002723,0.005861,0.006507,153.69,0.44712,0.93203,1.17782,straight,gentle
MVI_40192,310,30,2166,2195,52.02,50.95,0.9793,50.28,80.71,1.928,48.2,0.035399,0.017802,0.094757,0.100999,9.9,0.86823,2.79381,2.91524,curved,sharp
MVI_40192,311,30,2166,2195,48.32,47.92,0.9916,3.96,56.77,1.738,43.45,0.028949,0.019358,0.053696,0.144421,6.92,0.94039,1.77268,2.82888,straight,straight
MVI_40192,312,20,2176,2195,212.81,212.38,0.998,4.12,16.48,10.987,274.68,0.001611,0.001528,0.002382,0.003777,264.76,0.40433,0.60944,0.75113,straight,straight
MVI_40192,313,56,1591,1646,326.19,323.63,0.9922,49.65,75.03,5.381,134.52,0.006057,0.002564,0.017612,0.029026,34.45,0.34307,1.92926,2.53111,curved,sharp
MVI_40192,314,111,1861,1971,449.33,445.27,0.991,27.46,118.1,3.209,80.22,0.008595,0.004365,0.024821,0.050257,19.9,0.4421,1.17099,1.71205,curved,gentle
MVI_40192,315,75,2121,2195,222.38,221.56,0.9963,14.89,75.3,2.322,58.05,0.010498,0.006535,0.028391,0.041905,23.86,0.44082,1.33675,2.07685,straight,gentle
MVI_40201,1,1,1,1,0.0,0.0,,,,0.0,0.0,,,,,,,,,unknown,unknown
MVI_40201,2,11,1,11,201.77,201.75,0.9999,2.8,2.8,20.175,504.38,0.000267,0.000226,0.000452,0.000552,1810.83,0.11404,0.18091,0.20683,unknown,unknown
MVI_40201,3,21,1,21,271.67,269.0,0.9902,19.32,19.32,13.356,333.89,0.001158,0.000804,0.002821,0.003173,315.13,0.22896,1.06173,1.21215,straight,gentle
MVI_40201,4,66,1,66,583.58,578.87,0.9919,2.59,63.36,7.07,176.74,0.003974,0.001465,0.01152,0.021678,46.13,0.38688,1.13453,1.61185,straight,straight
MVI_40201,5,81,1,81,452.71,449.26,0.9924,3.16,110.23,4.273,106.83,0.009045,0.004169,0.020399,0.065314,15.31,0.45961,1.50329,3.52367,straight,straight
MVI_40201,6,91,1,91,814.71,812.99,0.9979,7.15,36.23,6.087,152.17,0.001655,0.000558,0.005491,0.011531,86.72,0.10455,0.53032,0.96872,straight,straight
MVI_40201,7,106,1,106,831.83,830.15,0.998,12.35,74.45,5.156,128.91,0.005332,0.001278,0.01512,0.043486,23.0,0.23658,0.86572,2.41656,straight,gentle
MVI_40201,8,36,1,36,114.4,113.7,0.9939,26.04,37.51,3.288,82.2,0.007222,0.007579,0.012153,0.01456,68.68,0.59076,0.90097,1.15108,curved,gentle
MVI_40201,9,36,1,36,165.47,165.28,0.9988,3.68,18.86,4.767,119.17,0.002274,0.002731,0.003965,0.004303,232.4,0.2866,0.42558,0.43887,straight,straight
MVI_40201,10,71,1,71,396.59,396.18,0.999,8.34,27.79,5.06,126.49,0.001873,0.001433,0.005075,0.005394,185.38,0.21512,0.4452,0.56719,straight,straight
MVI_40201,11,86,6,91,500.09,499.63,0.9991,5.94,29.97,5.347,133.67,0.001777,0.000655,0.005477,0.011331,88.26,0.09224,0.47334,0.96609,straight,straight
MVI_40201,12,106,11,116,669.94,664.26,0.9915,22.44,86.13,3.885,97.13,0.006414,0.00254,0.01929,0.030718,32.55,0.42555,0.85676,1.35558,curved,gentle
MVI_40201,13,96,11,106,604.93,603.9,0.9983,2.52,69.11,5.69,142.24,0.003245,0.001448,0.006603,0.01777,56.27,0.22743,0.98233,1.52249,straight,straight
MVI_40201,14,101,36,136,458.79,455.93,0.9938,14.72,128.5,3.507,87.66,0.01393,0.004055,0.042572,0.105504,9.48,0.35784,2.22189,3.14608,straight,gentle
MVI_40201,15,91,36,126,522.6,521.29,0.9975,18.45,55.52,5.252,131.3,0.002805,0.001356,0.007306,0.021793,45.89,0.21857,0.72908,2.44339,straight,gentle
MVI_40201,16,81,56,136,785.48,784.35,0.9986,1.85,36.2,6.331,158.27,0.001921,0.000818,0.00583,0.010203,98.01,0.17102,0.55404,0.84577,straight,straight
MVI_40201,17,86,61,146,628.16,626.95,0.9981,10.7,60.53,6.109,152.72,0.003454,0.000999,0.009741,0.030004,33.33,0.21798,0.91249,2.24952,straight,gentle
MVI_40201,18,101,71,171,481.17,476.73,0.9908,3.71,102.54,3.531,88.29,0.00703,0.004785,0.017739,0.03582,27.92,0.3224,1.52706,2.32427,straight,straight
MVI_40201,19,101,71,171,773.83,770.58,0.9958,7.91,84.15,4.807,120.18,0.006288,0.001113,0.010418,0.117506,8.51,0.14995,1.37423,3.8126,straight,straight
MVI_40201,20,76,71,146,513.13,512.49,0.9988,14.36,41.96,6.53,163.26,0.001852,0.001452,0.004253,0.005541,180.46,0.24433,0.53643,0.82592,straight,gentle
MVI_40201,21,76,76,151,566.07,565.81,0.9995,1.45,24.15,7.016,175.39,0.001246,0.000521,0.003414,0.006737,148.44,0.10974,0.3773,0.64701,straight,straight
MVI_40201,22,86,81,166,499.43,498.65,0.9984,17.43,61.61,5.424,135.61,0.003277,0.001326,0.009503,0.034156,29.28,0.2044,0.76571,3.489,straight,gentle
MVI_40201,23,91,81,171,778.86,777.73,0.9986,9.84,39.0,5.703,142.57,0.001656,0.000948,0.003352,0.01124,88.97,0.17325,0.48617,0.85319,straight,straight
